"CODE_SET","CDF_MEANING","CKI"
"40","RELATIVE","CKI.CODEVALUE!3862213"
"40","SELF","CKI.CODEVALUE!12000"
"40","SISTER","CKI.CODEVALUE!3235"
"40","SON","CKI.CODEVALUE!15503"
"40","SPONS_DPDNT","CKI.CODEVALUE!2654049"
"40","SPOUSE","CKI.CODEVALUE!1302329"
"40","STEPCHLD","CKI.CODEVALUE!2654120"
"40","UNKNOWN","CKI.CODEVALUE!24486"
"40","WARDCOURT","CKI.CODEVALUE!24487"
"43","AAM","CKI.CODEVALUE!4000022568"
"43","ALTERNATE","CKI.CODEVALUE!9596"
"43","AUTHCONTACT","CKI.CODEVALUE!4201491317"
"43","BILLING","CKI.CODEVALUE!9597"
"43","BUSINESS","CKI.CODEVALUE!9598"
"43","EMC","CKI.CODEVALUE!4000022569"
"43","EXTSECEMAIL","CKI.CODEVALUE!4102349364"
"43","FAX ALT","CKI.CODEVALUE!9599"
"43","FAX BILL","CKI.CODEVALUE!9600"
"43","FAX BUS","CKI.CODEVALUE!9529"
"43","FAX PERS","CKI.CODEVALUE!9530"
"43","FAX PREV","CKI.CODEVALUE!9531"
"43","FAX TEMP","CKI.CODEVALUE!9532"
"43","FAXEPRESCR","CKI.CODEVALUE!4106259946"
"43","HOME","CKI.CODEVALUE!4017"
"43","INTSECEMAIL","CKI.CODEVALUE!4102349363"
"43","MODEM BUS","CKI.CODEVALUE!9533"
"43","MODEM PERS","CKI.CODEVALUE!9534"
"43","OS AFTERHOUR","CKI.CODEVALUE!22954"
"43","OS BK OFFICE","CKI.CODEVALUE!12017"
"43","OS FAX","CKI.CODEVALUE!12018"
"43","OS PAGER","CKI.CODEVALUE!12019"
"43","OS PHONE","CKI.CODEVALUE!12020"
"43","PAGER ALT","CKI.CODEVALUE!9535"
"43","PAGER BILL","CKI.CODEVALUE!3362526"
"43","PAGER BUS","CKI.CODEVALUE!9536"
"43","PAGER PERS","CKI.CODEVALUE!9537"
"43","PAGER PREV","CKI.CODEVALUE!9538"
"43","PAGER TEMP","CKI.CODEVALUE!9539"
"43","PAGING","CKI.CODEVALUE!1435723640"
"43","PHOME","CKI.CODEVALUE!4000022570"
"43","PHONEEPRESCR","CKI.CODEVALUE!4106259945"
"43","PORT BUS","CKI.CODEVALUE!9540"
"43","PORT PERS","CKI.CODEVALUE!9541"
"43","PORT TEMP","CKI.CODEVALUE!9542"
"43","PREVIOUS","CKI.CODEVALUE!9543"
"43","PROFESSIONAL","CKI.CODEVALUE!2989929"
"43","SECBUSINESS","CKI.CODEVALUE!2989928"
"43","TECHNICAL","CKI.CODEVALUE!2989930"
"43","TEMPORARY","CKI.CODEVALUE!9544"
"43","USUAL","CKI.CODEVALUE!3862200"
"43","VERIFY","CKI.CODEVALUE!3167221"
"48","ACTIVE","CKI.CODEVALUE!2669"
"48","COMBINED","CKI.CODEVALUE!3704"
"48","COMBINEHIST","CKI.CODEVALUE!12021"
"48","DELETED","CKI.CODEVALUE!2673"
"48","DRAFT","CKI.CODEVALUE!4101226742"
"48","INACTIVE","CKI.CODEVALUE!2670"
"48","RECALL","CKI.CODEVALUE!4110058991"
"48","REVIEW","CKI.CODEVALUE!2672"
"48","SUSPENDED","CKI.CODEVALUE!9545"
"48","UNKNOWN","CKI.CODEVALUE!2671"
"50","AGE","CKI.CODEVALUE!2678"
"50","NONE","CKI.CODEVALUE!2676"
"50","RACE","CKI.CODEVALUE!2674"
"50","SEX","CKI.CODEVALUE!2677"
"50","UNKNOWN","CKI.CODEVALUE!2675"
"52","ABNORMAL","CKI.CODEVALUE!2680"
"52","BETTER","CKI.CODEVALUE!3705"
"52","CHANGEDOWN","CKI.CODEVALUE!2682"
"52","CHANGEUP","CKI.CODEVALUE!3830"
"52","CRITICAL","CKI.CODEVALUE!2683"
"52","EXTREMEHIGH","CKI.CODEVALUE!3707"
"52","EXTREMELOW","CKI.CODEVALUE!2687"
"52","HIGH","CKI.CODEVALUE!3803"
"52","INTERVAL","CKI.CODEVALUE!2688"
"52","LOW","CKI.CODEVALUE!2681"
"52","NA","CKI.CODEVALUE!3706"
"52","NEGATIVE","CKI.CODEVALUE!56555"
"52","NORMAL","CKI.CODEVALUE!2690"
"52","PANICHIGH","CKI.CODEVALUE!2684"
"52","PANICLOW","CKI.CODEVALUE!2679"
"52","POS","CKI.CODEVALUE!631606690"
"52","POSITIVE","CKI.CODEVALUE!56554"
"52","PRESENT","CKI.CODEVALUE!661211766"
"52","REACTIVE","CKI.CODEVALUE!575990277"
"52","UNDEFINED","CKI.CODEVALUE!2686"
"52","UNKNOWN","CKI.CODEVALUE!2691"
"52","VABNORMAL","CKI.CODEVALUE!2685"
"52","WORSE","CKI.CODEVALUE!2689"
"53","ADDENDUM","CKI.CODEVALUE!3983339"
"53","AP","CKI.CODEVALUE!7990"
"53","ATTACHMENT","CKI.CODEVALUE!3858127"
"53","CASE","CKI.CODEVALUE!2160228007"
"53","CLINDOC","CKI.CODEVALUE!3983335"
"53","CONTRIBUTION","CKI.CODEVALUE!4328246"
"53","COUNT","CKI.CODEVALUE!2697"
"53","DATE","CKI.CODEVALUE!13880"
"53","DOC","CKI.CODEVALUE!3804"
"53","DOCUMENT","CKI.CODEVALUE!3983336"
"53","DONE","CKI.CODEVALUE!14157"
"53","GRP","CKI.CODEVALUE!2692"
"53","GRPDOC","CKI.CODEVALUE!2651861"
"53","GRPSECTION","CKI.CODEVALUE!3983337"
"53","HELIX","CKI.CODEVALUE!3773319"
"53","HLATYPING","CKI.CODEVALUE!11951"
"53","IMMUN","CKI.CODEVALUE!7991"
"53","INTERP","CKI.CODEVALUE!5114"
"53","IO","CKI.CODEVALUE!2160636269"
"53","MBO","CKI.CODEVALUE!2693"
"53","MDOC","CKI.CODEVALUE!2696"
"53","MED","CKI.CODEVALUE!2699"
"53","NUM","CKI.CODEVALUE!2694"
"53","PLACEHOLDER","CKI.CODEVALUE!2637413"
"53","PROCEDURE","CKI.CODEVALUE!2160228008"
"53","RAD","CKI.CODEVALUE!5115"
"53","RESULTDOC","CKI.CODEVALUE!4116393109"
"53","SCDOCUMENT","CKI.CODEVALUE!2160026000"
"53","SECTION","CKI.CODEVALUE!3983338"
"53","TRANS","CKI.CODEVALUE!7992"
"53","TXT","CKI.CODEVALUE!2698"
"53","UNKNOWN","CKI.CODEVALUE!2695"
"54","$/DAY","CKI.CODEVALUE!4394793"
"54","$/HOUR","CKI.CODEVALUE!4394794"
"54","$/MINUTE","CKI.CODEVALUE!4394795"
"54","$/MONTH","CKI.CODEVALUE!4394796"
"54","$/SECOND","CKI.CODEVALUE!4394797"
"54","$/UNIT","CKI.CODEVALUE!4394798"
"54","$/WEEK","CKI.CODEVALUE!4394799"
"54","$/YEAR","CKI.CODEVALUE!4394800"
"54","%BIND","CKI.CODEVALUE!2160678033"
"54","%NACL","CKI.CODEVALUE!2570108795"
"54","%TOTAL","CKI.CODEVALUE!2160678063"
"54","/DAY","CKI.CODEVALUE!4114440103"
"54","/HOUR","CKI.CODEVALUE!4114435975"
"54","/HPF","CKI.CODEVALUE!3482836"
"54","/LPF","CKI.CODEVALUE!3482838"
"54","/MM3","CKI.CODEVALUE!2700"
"54","/MONTH","CKI.CODEVALUE!4114435974"
"54","/WEEK","CKI.CODEVALUE!4114440104"
"54","1/2DAY","CKI.CODEVALUE!2744"
"54","ABS","CKI.CODEVALUE!3251260"
"54","ACEUNITS","CKI.CODEVALUE!2160678065"
"54","AMP","CKI.CODEVALUE!7096"
"54","APLUML","CKI.CODEVALUE!2160678066"
"54","APPL","CKI.CODEVALUE!2189561"
"54","APPLICATION","CKI.CODEVALUE!2189561"
"54","APSUML","CKI.CODEVALUE!2160678067"
"54","AU/ML","CKI.CODEVALUE!2160678068"
"54","AUCCARB","CKI.CODEVALUE!3251261"
"54","AUML","CKI.CODEVALUE!2160678068"
"54","B.U.","CKI.CODEVALUE!2160678070"
"54","BAG","CKI.CODEVALUE!12874706"
"54","BANDS","CKI.CODEVALUE!2160678069"
"54","BAR","CKI.CODEVALUE!4105225855"
"54","BASES","CKI.CODEVALUE!3837372"
"54","BEAD","CKI.CODEVALUE!4105225856"
"54","BLISTER","CKI.CODEVALUE!4105225857"
"54","BLOCK","CKI.CODEVALUE!4105226035"
"54","BOLUS","CKI.CODEVALUE!4105226098"
"54","BOTTLE","CKI.CODEVALUE!2726"
"54","BOX","CKI.CODEVALUE!7088"
"54","BPM","CKI.CODEVALUE!2701"
"54","BR/MIN","CKI.CODEVALUE!2598410"
"54","BRMIN","CKI.CODEVALUE!2598410"
"54","BTL","CKI.CODEVALUE!2726"
"54","BU","CKI.CODEVALUE!2160678070"
"54","CAL/OZ","CKI.CODEVALUE!12926783"
"54","CALORIE","CKI.CODEVALUE!4114435976"
"54","CAN","CKI.CODEVALUE!4105226099"
"54","CANISTER","CKI.CODEVALUE!4105226100"
"54","CAP","CKI.CODEVALUE!7097"
"54","CART","CKI.CODEVALUE!12874707"
"54","CARTON","CKI.CODEVALUE!4105226101"
"54","CASES","CKI.CODEVALUE!7995"
"54","CASS","CKI.CODEVALUE!4105226102"
"54","CASTS","CKI.CODEVALUE!2721"
"54","CELLS","CKI.CODEVALUE!2720"
"54","CELLSMCL","CKI.CODEVALUE!2160678071"
"54","CELSIUS","CKI.CODEVALUE!3710"
"54","CENTIGRAM","CKI.CODEVALUE!3713"
"54","CENTILITER","CKI.CODEVALUE!2739"
"54","CENTIMORGAN","CKI.CODEVALUE!3837371"
"54","CFU/ML","CKI.CODEVALUE!3757498"
"54","CG","CKI.CODEVALUE!3713"
"54","CGY","CKI.CODEVALUE!4109680607"
"54","CL","CKI.CODEVALUE!2739"
"54","CM","CKI.CODEVALUE!3714"
"54","CM2","CKI.CODEVALUE!2735"
"54","CM3","CKI.CODEVALUE!8424"
"54","CMH2O","CKI.CODEVALUE!3767"
"54","CMH2OLSEC","CKI.CODEVALUE!2160678147"
"54","CMSEC","CKI.CODEVALUE!2160678149"
"54","CMSECSEC","CKI.CODEVALUE!2160678150"
"54","CONTAINER","CKI.CODEVALUE!12874708"
"54","CP","CKI.CODEVALUE!3757508"
"54","CPY/ML","CKI.CODEVALUE!3757509"
"54","CS","CKI.CODEVALUE!7995"
"54","CYLINDER","CKI.CODEVALUE!4105226103"
"54","DALTON","CKI.CODEVALUE!3837369"
"54","DAYS","CKI.CODEVALUE!8423"
"54","DB","CKI.CODEVALUE!4104625356"
"54","DEGC","CKI.CODEVALUE!3710"
"54","DEGF","CKI.CODEVALUE!2727"
"54","DEGREES","CKI.CODEVALUE!4218567"
"54","DELTAG","CKI.CODEVALUE!2160678073"
"54","DELTAOD","CKI.CODEVALUE!2160678072"
"54","DG","CKI.CODEVALUE!2750"
"54","DGM","CKI.CODEVALUE!2750"
"54","DISC","CKI.CODEVALUE!4105226104"
"54","DL","CKI.CODEVALUE!2740"
"54","DL/DAY","CKI.CODEVALUE!3657842"
"54","DL/HR","CKI.CODEVALUE!3657841"
"54","DL/MIN","CKI.CODEVALUE!3657840"
"54","DM","CKI.CODEVALUE!3832"
"54","DM2","CKI.CODEVALUE!2736"
"54","DOLLARS","CKI.CODEVALUE!2961993"
"54","DPM","CKI.CODEVALUE!2160678074"
"54","DROPS","CKI.CODEVALUE!2719"
"54","DROPS/KG","CKI.CODEVALUE!4106369387"
"54","DYNE/SEC/CM5","CKI.CODEVALUE!3759687"
"54","DYNESEC/CM5","CKI.CODEVALUE!3759687"
"54","DYNESECCM5M2","CKI.CODEVALUE!4113842269"
"54","EA","CKI.CODEVALUE!2724"
"54","EIU","CKI.CODEVALUE!3757507"
"54","ELISAUNIT","CKI.CODEVALUE!4108868401"
"54","ETU/ML","CKI.CODEVALUE!3757463"
"54","EU","CKI.CODEVALUE!3757464"
"54","EU/24HR","CKI.CODEVALUE!3757465"
"54","EU/ML","CKI.CODEVALUE!3757466"
"54","EUROS","CKI.CODEVALUE!3251262"
"54","FAHRENHEIT","CKI.CODEVALUE!2727"
"54","FILM","CKI.CODEVALUE!3339558"
"54","fL","CKI.CODEVALUE!3757506"
"54","FLOZ","CKI.CODEVALUE!2570057608"
"54","FMOLML","CKI.CODEVALUE!2160678075"
"54","FRENCH","CKI.CODEVALUE!3837362"
"54","FT","CKI.CODEVALUE!2753"
"54","FT2","CKI.CODEVALUE!2731"
"54","G/24HR","CKI.CODEVALUE!3757494"
"54","g/dl","CKI.CODEVALUE!2888642"
"54","G/DL","CKI.CODEVALUE!2888642"
"54","G/EA","CKI.CODEVALUE!2160774030"
"54","G/KG","CKI.CODEVALUE!2797607"
"54","G/KG/DAY","CKI.CODEVALUE!3379612"
"54","G/KG/HR","CKI.CODEVALUE!3759677"
"54","G/KG/MIN","CKI.CODEVALUE!3759678"
"54","G/M2","CKI.CODEVALUE!2797627"
"54","G/ML","CKI.CODEVALUE!2714"
"54","GALLON","CKI.CODEVALUE!4105226106"
"54","GAUGE","CKI.CODEVALUE!4046367"
"54","GBP","CKI.CODEVALUE!3251263"
"54","GM","CKI.CODEVALUE!6123"
"54","GM/24HR","CKI.CODEVALUE!3757494"
"54","GM/5HR","CKI.CODEVALUE!3757493"
"54","GM/DAY","CKI.CODEVALUE!2716"
"54","GM/DL","CKI.CODEVALUE!2888642"
"54","GM/HR","CKI.CODEVALUE!3759679"
"54","GM/KG","CKI.CODEVALUE!2797607"
"54","GM/L","CKI.CODEVALUE!3482837"
"54","GM/M2","CKI.CODEVALUE!2797627"
"54","GM/MIN","CKI.CODEVALUE!3759680"
"54","GM/ML","CKI.CODEVALUE!2714"
"54","GM210L","CKI.CODEVALUE!2160678076"
"54","GMGMCR","CKI.CODEVALUE!2160678077"
"54","GMM","CKI.CODEVALUE!3837357"
"54","GMM/BEAT","CKI.CODEVALUE!3759757"
"54","GMM/BEAT/M2","CKI.CODEVALUE!3843346"
"54","GMM/M2","CKI.CODEVALUE!3759688"
"54","GMM/M2/BEAT","CKI.CODEVALUE!4110232933"
"54","GMSPEC","CKI.CODEVALUE!2160678078"
"54","GPL","CKI.CODEVALUE!2160678081"
"54","GPLU","CKI.CODEVALUE!2160678081"
"54","GPLUML","CKI.CODEVALUE!2160678080"
"54","GRAY","CKI.CODEVALUE!4200153152"
"54","GTT","CKI.CODEVALUE!2719"
"54","GUM","CKI.CODEVALUE!2889357"
"54","HERTZ","CKI.CODEVALUE!3837364"
"54","HOURS","CKI.CODEVALUE!2743"
"54","HPF","CKI.CODEVALUE!3482836"
"54","IMPLANT","CKI.CODEVALUE!4105226107"
"54","IN2","CKI.CODEVALUE!2732"
"54","INCHES","CKI.CODEVALUE!2754"
"54","INHALATION","CKI.CODEVALUE!12874709"
"54","INHALER","CKI.CODEVALUE!12874709"
"54","INHALREF","CKI.CODEVALUE!4105226108"
"54","INSERT","CKI.CODEVALUE!4105226109"
"54","IU","CKI.CODEVALUE!2722"
"54","IU/#HRS","CKI.CODEVALUE!4218568"
"54","IU/DL","CKI.CODEVALUE!2570108796"
"54","IU/EA","CKI.CODEVALUE!2160774033"
"54","IU/GM","CKI.CODEVALUE!3757467"
"54","IU/HR","CKI.CODEVALUE!4218568"
"54","IU/KG","CKI.CODEVALUE!3251264"
"54","IU/L","CKI.CODEVALUE!2702"
"54","IUDAY","CKI.CODEVALUE!4088402"
"54","IUGMHB","CKI.CODEVALUE!2160678082"
"54","IUKG","CKI.CODEVALUE!3251264"
"54","IUKGDAY","CKI.CODEVALUE!4100465440"
"54","IUKGHR","CKI.CODEVALUE!4088403"
"54","IUKGMIN","CKI.CODEVALUE!4100465441"
"54","IUM2","CKI.CODEVALUE!3251265"
"54","IUM2DAY","CKI.CODEVALUE!4100465442"
"54","IUMIN","CKI.CODEVALUE!4088401"
"54","IVBAG","CKI.CODEVALUE!4105226110"
"54","KCAL","CKI.CODEVALUE!2160774021"
"54","KCAL/DAY","CKI.CODEVALUE!3165886"
"54","KCAL/DL","CKI.CODEVALUE!4300000163"
"54","KCAL/GM","CKI.CODEVALUE!12874498"
"54","KCAL/HR","CKI.CODEVALUE!4300000165"
"54","KCAL/KG","CKI.CODEVALUE!2160774022"
"54","KCAL/KG/DAY","CKI.CODEVALUE!2160774024"
"54","KCAL/KG/HR","CKI.CODEVALUE!2160774023"
"54","KCAL/KG/MIN","CKI.CODEVALUE!4300000162"
"54","KCAL/L","CKI.CODEVALUE!4300000164"
"54","KCAL/MIN","CKI.CODEVALUE!4300000166"
"54","KCAL/ML","CKI.CODEVALUE!12874497"
"54","KCAL/OZ","CKI.CODEVALUE!12926782"
"54","KCAL/TBSP","CKI.CODEVALUE!12874501"
"54","KCAL/TKCAL","CKI.CODEVALUE!12874502"
"54","KCAL/TSP","CKI.CODEVALUE!12874500"
"54","KELVIN","CKI.CODEVALUE!121671"
"54","KG","CKI.CODEVALUE!2751"
"54","KG/DAY","CKI.CODEVALUE!3657836"
"54","KG/HR","CKI.CODEVALUE!3657837"
"54","KG/M3","CKI.CODEVALUE!121692"
"54","KG/MIN","CKI.CODEVALUE!3657838"
"54","KG/SEC","CKI.CODEVALUE!121694"
"54","KGM","CKI.CODEVALUE!3759676"
"54","KGM2","CKI.CODEVALUE!2160678148"
"54","KILOBASE","CKI.CODEVALUE!3837366"
"54","KILOBASEPAIR","CKI.CODEVALUE!3837367"
"54","KILODALTON","CKI.CODEVALUE!3837370"
"54","KIT","CKI.CODEVALUE!3189995"
"54","KIU","CKI.CODEVALUE!4108868474"
"54","KIUML","CKI.CODEVALUE!2160678153"
"54","KJOULE","CKI.CODEVALUE!3251266"
"54","KJOULE/DAY","CKI.CODEVALUE!13015372"
"54","KJOULE/DL","CKI.CODEVALUE!13015367"
"54","KJOULE/HR","CKI.CODEVALUE!13015370"
"54","KJOULE/KG","CKI.CODEVALUE!13015373"
"54","KJOULE/KG/DA","CKI.CODEVALUE!13015376"
"54","KJOULE/KG/HR","CKI.CODEVALUE!13015375"
"54","KJOULE/KG/MI","CKI.CODEVALUE!13015374"
"54","KJOULE/L","CKI.CODEVALUE!13015368"
"54","KJOULE/MIN","CKI.CODEVALUE!13015369"
"54","KJOULE/ML","CKI.CODEVALUE!13015366"
"54","KPA","CKI.CODEVALUE!2570108797"
"54","KU/L","CKI.CODEVALUE!2160678083"
"54","KUNITS/L","CKI.CODEVALUE!2160678083"
"54","KUNITSL","CKI.CODEVALUE!2160678083"
"54","L","CKI.CODEVALUE!2741"
"54","L/24HR","CKI.CODEVALUE!2570108810"
"54","L/DAY","CKI.CODEVALUE!3657844"
"54","L/HR","CKI.CODEVALUE!3657843"
"54","L/MIN","CKI.CODEVALUE!2771"
"54","L/MIN/M2","CKI.CODEVALUE!3759674"
"54","L/SEC","CKI.CODEVALUE!2703"
"54","LB","CKI.CODEVALUE!2746"
"54","LKG","CKI.CODEVALUE!2160678084"
"54","LOG10","CKI.CODEVALUE!2160678085"
"54","LOGCOPIESML","CKI.CODEVALUE!2160678086"
"54","LOGIUML","CKI.CODEVALUE!2160678087"
"54","LOZENGE","CKI.CODEVALUE!3189996"
"54","LPF","CKI.CODEVALUE!3482838"
"54","M2","CKI.CODEVALUE!2737"
"54","M2DAY","CKI.CODEVALUE!4100465443"
"54","M3","CKI.CODEVALUE!121691"
"54","M3/SEC","CKI.CODEVALUE!121693"
"54","MA","CKI.CODEVALUE!3837359"
"54","MBQ","CKI.CODEVALUE!2570188179"
"54","MCCI","CKI.CODEVALUE!4105332945"
"54","MCEQL","CKI.CODEVALUE!2160678088"
"54","MCG","CKI.CODEVALUE!7084"
"54","MCG/24","CKI.CODEVALUE!3757469"
"54","MCG/DAY","CKI.CODEVALUE!8426"
"54","MCG/DL","CKI.CODEVALUE!8427"
"54","MCG/EA","CKI.CODEVALUE!2160774029"
"54","MCG/GM","CKI.CODEVALUE!3757503"
"54","MCG/HR","CKI.CODEVALUE!8428"
"54","MCG/KG","CKI.CODEVALUE!2797610"
"54","MCG/KG/DAY","CKI.CODEVALUE!3379613"
"54","MCG/KG/MIN","CKI.CODEVALUE!1302368"
"54","MCG/L","CKI.CODEVALUE!8429"
"54","MCG/M2","CKI.CODEVALUE!2797667"
"54","MCG/M2/HR","CKI.CODEVALUE!4113848062"
"54","MCG/MG","CKI.CODEVALUE!3757470"
"54","MCG/MIN","CKI.CODEVALUE!3759681"
"54","MCG/ML","CKI.CODEVALUE!8430"
"54","MCG/MLFEU","CKI.CODEVALUE!4112825429"
"54","MCGEQML","CKI.CODEVALUE!2160678089"
"54","MCGGMCR","CKI.CODEVALUE!2160678092"
"54","MCGGMDRYW","CKI.CODEVALUE!2160678093"
"54","MCGGMHB","CKI.CODEVALUE!2160678094"
"54","MCGKGHR","CKI.CODEVALUE!3251267"
"54","MCGM2DAY","CKI.CODEVALUE!12196103"
"54","MCGMCL","CKI.CODEVALUE!2160678095"
"54","MCGMGCR","CKI.CODEVALUE!2160678096"
"54","MCGNDL","CKI.CODEVALUE!2160678090"
"54","MCGSPEC","CKI.CODEVALUE!2160678097"
"54","MCGT4DL","CKI.CODEVALUE!2160678091"
"54","MCI","CKI.CODEVALUE!3304154"
"54","MCI/M2","CKI.CODEVALUE!4106369385"
"54","MCIKG","CKI.CODEVALUE!3251268"
"54","MCIU/ML","CKI.CODEVALUE!3757485"
"54","MCL","CKI.CODEVALUE!3757471"
"54","MCMOL","CKI.CODEVALUE!3757486"
"54","MCMOL/DAY","CKI.CODEVALUE!3757487"
"54","MCMOL/DL","CKI.CODEVALUE!3757488"
"54","MCMOL/GM","CKI.CODEVALUE!3757489"
"54","MCMOL/ML","CKI.CODEVALUE!3757472"
"54","MCMOL/MOL","CKI.CODEVALUE!3757473"
"54","MCMOLGMCR","CKI.CODEVALUE!2160678099"
"54","MCMOLGMYR","CKI.CODEVALUE!2160678100"
"54","MCOHM","CKI.CODEVALUE!1435786714"
"54","MCUNIT","CKI.CODEVALUE!3757474"
"54","MCV","CKI.CODEVALUE!1435786715"
"54","MEGABASE","CKI.CODEVALUE!3837365"
"54","MEQ","CKI.CODEVALUE!2723"
"54","MEQ/DAY","CKI.CODEVALUE!2705"
"54","MEQ/DL","CKI.CODEVALUE!3482839"
"54","MEQ/EA","CKI.CODEVALUE!2160774026"
"54","MEQ/HR","CKI.CODEVALUE!3759683"
"54","MEQ/KG","CKI.CODEVALUE!2970348"
"54","MEQ/KG/DAY","CKI.CODEVALUE!3657839"
"54","MEQ/KG/HR","CKI.CODEVALUE!3379614"
"54","MEQ/KG/MIN","CKI.CODEVALUE!3379615"
"54","MEQ/L","CKI.CODEVALUE!2704"
"54","MEQ/M2","CKI.CODEVALUE!3251269"
"54","MEQ/MIN","CKI.CODEVALUE!3759682"
"54","MEQ/ML","CKI.CODEVALUE!3482840"
"54","MEQKG","CKI.CODEVALUE!2970348"
"54","MEQM2","CKI.CODEVALUE!3251269"
"54","METERSEC","CKI.CODEVALUE!2160678151"
"54","MG","CKI.CODEVALUE!2749"
"54","MG%","CKI.CODEVALUE!2570108798"
"54","MG/24HRS","CKI.CODEVALUE!3757497"
"54","MG/CC","CKI.CODEVALUE!21515"
"54","MG/DAY","CKI.CODEVALUE!2770"
"54","MG/DL","CKI.CODEVALUE!2713"
"54","MG/EA","CKI.CODEVALUE!2160774028"
"54","MG/G","CKI.CODEVALUE!3757496"
"54","MG/GCR","CKI.CODEVALUE!2160678106"
"54","MG/GM","CKI.CODEVALUE!3757496"
"54","MG/HR","CKI.CODEVALUE!2769"
"54","MG/KG","CKI.CODEVALUE!2797609"
"54","MG/KG/MIN","CKI.CODEVALUE!3379616"
"54","mg/L","CKI.CODEVALUE!3482841"
"54","MG/L","CKI.CODEVALUE!3482841"
"54","MG/M2","CKI.CODEVALUE!2797647"
"54","MG/M2/DAY","CKI.CODEVALUE!3251271"
"54","MG/MIN","CKI.CODEVALUE!2768"
"54","MG/MMOL","CKI.CODEVALUE!2570108799"
"54","MG2HR","CKI.CODEVALUE!2160678104"
"54","MGDLRBC","CKI.CODEVALUE!2160678105"
"54","MGGMCR","CKI.CODEVALUE!2160678106"
"54","MGHBGM","CKI.CODEVALUE!2160678103"
"54","MGKGDAY","CKI.CODEVALUE!3251270"
"54","MGKGHR","CKI.CODEVALUE!3290521"
"54","MGM/BEAT","CKI.CODEVALUE!3759689"
"54","MGM2DAY","CKI.CODEVALUE!3251271"
"54","MGM2HR","CKI.CODEVALUE!4088406"
"54","MGPE/KG","CKI.CODEVALUE!12880065"
"54","MGSPEC","CKI.CODEVALUE!2160678108"
"54","MILES","CKI.CODEVALUE!3708429"
"54","MILLIONIU","CKI.CODEVALUE!4112825427"
"54","MILLUTSHR","CKI.CODEVALUE!13015343"
"54","MINUTES","CKI.CODEVALUE!2742"
"54","MIU/HR","CKI.CODEVALUE!3757505"
"54","MIU/L","CKI.CODEVALUE!2888841"
"54","MIU/ML","CKI.CODEVALUE!3768"
"54","MIUML","CKI.CODEVALUE!3768"
"54","ML","CKI.CODEVALUE!3780"
"54","ML/BEAT","CKI.CODEVALUE!3759686"
"54","ML/CMH2O","CKI.CODEVALUE!3837358"
"54","ML/DAY","CKI.CODEVALUE!3711"
"54","ML/EA","CKI.CODEVALUE!2160774027"
"54","ML/HR","CKI.CODEVALUE!40671"
"54","ML/KG","CKI.CODEVALUE!2970349"
"54","ML/KG/DAY","CKI.CODEVALUE!3859531"
"54","ML/KG/HR","CKI.CODEVALUE!3859530"
"54","ML/L","CKI.CODEVALUE!2160300013"
"54","ML/M2/BEAT","CKI.CODEVALUE!3759685"
"54","ML/M2/MIN","CKI.CODEVALUE!4110753491"
"54","ML/MIN","CKI.CODEVALUE!2738"
"54","ML/ML","CKI.CODEVALUE!12806362"
"54","ML02/DL/BLD","CKI.CODEVALUE!4101521718"
"54","MLKGMIN","CKI.CODEVALUE!2570058710"
"54","MLM2","CKI.CODEVALUE!3251272"
"54","MLM2DAY","CKI.CODEVALUE!2570108412"
"54","MLM2HR","CKI.CODEVALUE!2570108413"
"54","MLMIN/1.73M2","CKI.CODEVALUE!2570188158"
"54","MLMINKG","CKI.CODEVALUE!2160678109"
"54","MLMINSA","CKI.CODEVALUE!2160678110"
"54","MLSEC","CKI.CODEVALUE!2160678152"
"54","MM","CKI.CODEVALUE!2756"
"54","MM/HR","CKI.CODEVALUE!2767"
"54","MM1STHR","CKI.CODEVALUE!2570108811"
"54","MM2","CKI.CODEVALUE!2734"
"54","MMH2O","CKI.CODEVALUE!2160678111"
"54","MMOL","CKI.CODEVALUE!9546"
"54","MMOL/DAY","CKI.CODEVALUE!3379617"
"54","MMOL/DL","CKI.CODEVALUE!3482843"
"54","MMOL/EA","CKI.CODEVALUE!2160774032"
"54","MMOL/HR","CKI.CODEVALUE!2160094002"
"54","MMOL/KG","CKI.CODEVALUE!2970350"
"54","MMOL/KG/DAY","CKI.CODEVALUE!3379618"
"54","MMOL/KG/HR","CKI.CODEVALUE!3379619"
"54","MMOL/KG/MIN","CKI.CODEVALUE!2160094000"
"54","mmol/L","CKI.CODEVALUE!3379620"
"54","MMOL/L","CKI.CODEVALUE!3379620"
"54","MMOL/M2","CKI.CODEVALUE!3658157"
"54","MMOL/MIN","CKI.CODEVALUE!2160094001"
"54","MMOL/ML","CKI.CODEVALUE!3482842"
"54","MMOL/MMOL","CKI.CODEVALUE!2570108800"
"54","MMOLSPEC","CKI.CODEVALUE!2160678113"
"54","MOL","CKI.CODEVALUE!3757476"
"54","MOM","CKI.CODEVALUE!2160678114"
"54","MONTHS","CKI.CODEVALUE!7993"
"54","MOSM","CKI.CODEVALUE!2766"
"54","MOSM/DL","CKI.CODEVALUE!4300000161"
"54","MOSM/KG","CKI.CODEVALUE!3658158"
"54","MOSM/L","CKI.CODEVALUE!12981282"
"54","MOSM/ML","CKI.CODEVALUE!12981283"
"54","MOSMKGH2O","CKI.CODEVALUE!2160678117"
